detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Chemical_Manufacturing,Basic chemical,200008617,NA,NA,NA
Chemical_Manufacturing,"Resin, synthetic rubber, and artificial and synthetic fibers and filaments",57340633,NA,NA,NA
Chemical_Manufacturing,Pharmaceutical and medicine,361013099,NA,NA,NA
Chemical_Manufacturing,"Paint, coating, and adhesive",47634001,NA,NA,NA
Chemical_Manufacturing,"Soap, cleaning compound, and toilet preparation",89506773,NA,NA,NA
Chemical_Manufacturing,Other chemical product and preparation,66597007,NA,NA,NA
Plastics_and_Rubber_Products_Manufacturing,Plastics product,85870859,NA,NA,NA
Plastics_and_Rubber_Products_Manufacturing,Rubber product,56409185,NA,NA,NA
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",15124428,NA,NA,NA
Glass_Products_Manufacturing,Glass and glass product,26947486,NA,NA,NA
Cement_Manufacturing,"Cement, concrete, lime, and gypsum product",54782205,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills, and steel product",106589540,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,75646429,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,Foundries,18917067,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Foundries,18917067,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Forging and stamping,7671693,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Cutlery, hardware, spring and wire: machine shops, screw, nut, and bolt",37901741,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Architectural and structural metals,28572752,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Boiler, tank, and shipping container",23152448,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Coating, engraving, heat treating, and allied activities",8019958,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Other fabricated metal product,73992108,NA,NA,NA
Machinery_Manufacturing,"Agriculture, construction, and mining machinery",129091712,NA,NA,NA
Machinery_Manufacturing,Industrial machinery,35387213,NA,NA,NA
Machinery_Manufacturing,Commercial and service industry machinery,33641800,NA,NA,NA
Machinery_Manufacturing,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment",26834433,NA,NA,NA
Machinery_Manufacturing,Metalworking machinery,16579798,NA,NA,NA
Machinery_Manufacturing,"Engine, turbine, and power transmission equipment",55382470,NA,NA,NA
Machinery_Manufacturing,Other general purpose machinery,86855232,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Computer and peripheral equipment,229452934,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Communications equipment,55821047,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Audio and video equipment manufacturing and reproducing magnetic and optical media,29752177,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Semiconductor and other electronic component,198049940,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,"Navigational, measuring, electromedical, and control instruments",102005848,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical lighting equipment and household appliance,140456940,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical equipment,57755488,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Other electrical equipment and component,50251343,NA,NA,NA
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,931859986,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,329245736,NA,NA,NA
Ships_and_Boats_Manufacturing,Ship and boat building,41804301,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,28521281,NA,NA,NA
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,47502823,NA,NA,NA
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,128493884,NA,NA,NA
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,46982505,NA,NA,NA
Wholesale_Durable_Goods,Motor vehicle and motor vehicle parts and supplies,252495638,NA,NA,NA
Wholesale_Durable_Goods,Lumber and other construction materials,51380477,NA,NA,NA
Wholesale_Durable_Goods,Professional and commercial equipment and supplies,220186869,NA,NA,NA
Wholesale_Durable_Goods,Metal and mineral (except petroleum),74306924,NA,NA,NA
Wholesale_Durable_Goods,Electrical and electronic goods,359293422,NA,NA,NA
Wholesale_Durable_Goods,"Hardware, plumbing, heating equipment, and supplies",61103647,NA,NA,NA
Wholesale_Durable_Goods,"Machinery, equipment, and supplies",208970913,NA,NA,NA
Wholesale_Durable_Goods,"Furniture, sports, toys, recycle, jewelry, and other durable goods",145828730,NA,NA,NA
Wholesale_Nondurable_Goods,Paper and paper product,35952206,NA,NA,NA
Wholesale_Nondurable_Goods,Drugs and druggists' sundries,663905326,NA,NA,NA
Wholesale_Nondurable_Goods,"Apparel, piece goods, and notions",104146878,NA,NA,NA
Wholesale_Nondurable_Goods,Grocery and related product,453480156,NA,NA,NA
Wholesale_Nondurable_Goods,Farm product raw material,119211738,NA,NA,NA
Wholesale_Nondurable_Goods,Chemical and allied products,64583850,NA,NA,NA
Wholesale_Nondurable_Goods,Petroleum and petroleum products,253776363,NA,NA,NA
Wholesale_Nondurable_Goods,"Beer, wine, and distilled alcoholic beverage",29287808,NA,NA,NA
Wholesale_Nondurable_Goods,Miscellaneous nondurable goods,97663723,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,New and used car dealers,214444901,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,Other motor vehicle and parts dealers,75399097,NA,NA,NA
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,50531038,NA,NA,NA
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,70651499,NA,NA,NA
Other_Non_Gas_Stations_Retail,Home centers; paint and wallpaper stores,144735109,NA,NA,NA
Other_Non_Gas_Stations_Retail,Hardware stores,6348937,NA,NA,NA
Other_Non_Gas_Stations_Retail,Other building materials dealers,20891962,NA,NA,NA
Other_Non_Gas_Stations_Retail,Lawn and garden equipment and supplies stores,5645463,NA,NA,NA
Food_and_Beverages_Stores,Food and beverage stores,514039496,NA,NA,NA
Food_and_Beverages_Stores,"Beer, wine, and liquor stores",7502248,NA,NA,NA
Other_Non_Gas_Stations_Retail,Health and personal care stores,327674594,NA,NA,NA
Gas_Stations,Gasoline stations,107285549,NA,NA,NA
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,196672361,NA,NA,NA
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",51610266,NA,NA,NA
General_Merchandise_Stores,General merchandise stores,718223826,NA,NA,NA
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,68654574,NA,NA,NA
Other_Non_Gas_Stations_Retail,Nonstore retailers,211174730,NA,NA,NA
Air_Transportation,Air transportation,174773342,NA,NA,NA
Rail_Transportation,Rail transportation,55353383,NA,NA,NA
Water_Transportation,Water transportation,17155929,NA,NA,NA
Truck_Transportation,Truck transportation,114770076,NA,NA,NA
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,15450316,NA,NA,NA
Pipeline_Transportation,Pipeline transportation,NA,17330676,FALSE,NA
Other_Transportation_and_Support_Activities,Other transportation and support activities,210197716,NA,NA,NA
Warehousing_and_Storage,Warehousing and storage,NA,17330676,FALSE,NA
Publishing_Industries_(Except_Internet),Newspaper publishers,17437488,NA,NA,NA
Publishing_Industries_(Except_Internet),Periodical publishers,21787861,NA,NA,NA
Publishing_Industries_(Except_Internet),Book publishers,22791929,NA,NA,NA
Publishing_Industries_(Except_Internet),Database directory and other publishers,11278790,NA,NA,NA
Movie_Theaters,Motion picture and video industries (except video rental),79888508,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),79888508,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,7036706,NA,NA,NA
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet),124288763,NA,NA,NA
Telephone_Communication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",443630339,NA,NA,NA
Cable_Television,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",443630339,NA,NA,NA
Other_Telecommunication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",443630339,NA,NA,NA
Information_and_Data_Processing,"Data processing, hosting, and related services",70996738,NA,NA,NA
Information_and_Data_Processing,Other information services,102787180,NA,NA,NA
Depository_Credit_Intermediation,Commercial banking,15395904,NA,NA,NA
Depository_Credit_Intermediation,"Savings institutions, credit unions, and other depository credit intermediation",5045311,NA,NA,NA
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,46398867,NA,NA,NA
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),8987278,NA,NA,NA
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",5547621,NA,NA,NA
Other_Intermediation,"Activities related to credit intermediation (loan brokers, check clearing, etc.)",46507125,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Investment banking and securities dealing,50516456,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Securities brokerage,41843443,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Commodity contracts dealing and brokerage,1985157,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity exchanges, and other financial investment activities",82516002,NA,NA,NA
Insurance_Carriers,Life insurance,619865815,NA,NA,NA
Insurance_Carriers,Property and casualty insurance,1336872529,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,47970738,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities (third-party administrator of insurance, etc.)",33178588,NA,NA,NA
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Other financial vehicles,994633,NA,NA,NA
Real_Estate,Lessors of buildings,22630339,NA,NA,NA
Real_Estate,"Lessors of miniwarehouses, self-storage units, and other real estate",6235180,NA,NA,NA
Real_Estate,Offices of real estate agents and brokers,21196248,NA,NA,NA
Real_Estate,Other real estate activities,29716160,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Automotive equipment rental and leasing,50096089,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Other consumer goods and general rental centers,13167307,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Commercial and industrial machinery and equipment rental and leasing,37284518,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),5203763,NA,NA,NA
Legal_Services,Legal services,37301205,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",35206869,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",152874712,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,6248181,NA,NA,NA
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,212693963,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",161322733,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,53848780,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,71023647,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",49228215,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of bank holding companies,175040022,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of other holding companies,3851355,NA,NA,NA
Administrative_and_Support_Services,Employment services,100798642,NA,NA,NA
Administrative_and_Support_Services,Travel arrangement and reservation services,32925158,NA,NA,NA
Administrative_and_Support_Services,Other administrative and support services,123083042,NA,NA,NA
Waste_Management_and_Remediation_Services,Waste management and remediation services,53735890,NA,NA,NA
Educational_Services,Educational services,33604206,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of physicians,147492817,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of dentists,19524291,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of other health practitioners,25348289,NA,NA,NA
Ambulatory_Health_Care_Services,Outpatient care centers,34659216,NA,NA,NA
Social_Assistance,Miscellaneous health care and social assistance,72661369,NA,NA,NA
Hospitals,"Hospitals, nursing, and residential care facilities",117035406,NA,NA,NA
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",117035406,NA,NA,NA
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",23570512,NA,NA,NA
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",23570512,NA,NA,NA
Amusement_Parks,"Amusement, gambling, and recreation industries",34104374,NA,NA,NA
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",34104374,NA,NA,NA
Other_Recreation_Services,"Amusement, gambling, and recreation industries",34104374,NA,NA,NA
Accomodation,Accommodation,77333068,NA,NA,NA
Food_Services_and_Drinking_Places,Food services and drinking places,200079479,NA,NA,NA
Other_Services_(Except_Public_Administration),Other services,84770490,NA,NA,NA
