detailed_industry,soi_industry,business_receipts
Other_Telecommunication,Broadcasting (except internet) and telecommunications and internet service providers,4245165.63
Information_and_Data_Processing,"Data processing, internet publishing and broadcasting, and web search portals",3161853.49
Depository_Credit_Intermediation,Credit intermediation and related activities,2716777.65
Nondepository_Credit_Intermediation,Credit intermediation and related activities,2716777.65
Other_Intermediation,Credit intermediation and related activities,2716777.65
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, and other financial investments",46139400.93
Insurance_Carriers,"Insurance agents, brokers, and related activities",0
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,26589332.89
Insurance_Agencies_and_Brokers_and_Related_Services,Other insurance related activities and other financial vehicles,5575720.93
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Other insurance related activities and other financial vehicles,5575720.93
Real_Estate,Real estate,63915757.32
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,4142593.64
Legal_Services,Legal services,39709395.09
"Other_Professional,_Scientific,_and_Technical_Services",Offices of certified public accountants,4287576.09
"Other_Professional,_Scientific,_and_Technical_Services",Other accounting services,9917364.52
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",15977652.04
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,8987222.89
Computer_Systems_Design_and_Related_Services,Computer systems design services,12068186.37
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",89961076.03
Management_Of_Companies_and_Enterprises,Administrative and support services,72098794.51
Administrative_and_Support_Services,Administrative and support services,72098794.51
Waste_Management_and_Remediation_Services,Waste management and remediation services,2635597.75
Educational_Services,Educational services,11929733.41
Ambulatory_Health_Care_Services,Ambulatory health care services,97577308.17
Nursing_and_Residential_Care_Facilities,Home health care services,7141423.74
Hospitals,Hospitals,842656.53
Social_Assistance,Social assistance,16037468.87
"Independent_Artists,_Writers,_and_Performers","Performing arts, spectator sports, and related industries",29218141.43
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Performing arts, spectator sports, and related industries",29218141.43
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Museums, historical sites, and similar institutions",72661.97
Amusement_Parks,"Amusement, gambling, and recreation industries",10725936.67
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",10725936.67
Other_Recreation_Services,"Amusement, gambling, and recreation industries",10725936.67
Accomodation,Accommodation,5497112.26
Food_Services_and_Drinking_Places,Restaurants (full & limited service) and drinking places,53555631.22
Other_Services_(Except_Public_Administration),Other services,103484895.94
