detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Machinery_Manufacturing,"Engine, turbine, and power transmission equipment",57657106,NA,NA,NA
Machinery_Manufacturing,Other general purpose machinery,83476532,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Computer and peripheral equipment,224252624,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Communications equipment,54850648,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Audio and video equipment manufacturing and reproducing magnetic and optical media,28239161,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Semiconductor and other electronic component,203562956,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,"Navigational, measuring, electromedical, and control instruments",99146500,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical lighting equipment and household appliance,135340600,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical equipment,58954929,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Other electrical equipment and component,49059729,NA,NA,NA
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,793604075,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,330728570,NA,NA,NA
Ships_and_Boats_Manufacturing,Ship and boat building,41410853,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,26621496,NA,NA,NA
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,43600345,NA,NA,NA
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,120384594,NA,NA,NA
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,44231132,NA,NA,NA
Wholesale_Durable_Goods,Motor vehicle and motor vehicle parts and supplies,239450373,NA,NA,NA
Wholesale_Durable_Goods,Lumber and other construction materials,55209824,NA,NA,NA
Wholesale_Durable_Goods,Professional and commercial equipment and supplies,223777805,NA,NA,NA
Wholesale_Durable_Goods,Metal and mineral (except petroleum),92146971,NA,NA,NA
Wholesale_Durable_Goods,Electrical and electronic goods,358002674,NA,NA,NA
Wholesale_Durable_Goods,"Hardware, plumbing, heating equipment, and supplies",58124208,NA,NA,NA
Wholesale_Durable_Goods,"Machinery, equipment, and supplies",213140843,NA,NA,NA
Wholesale_Durable_Goods,"Furniture, sports, toys, recycle, jewelry, and other durable goods",155776805,NA,NA,NA
Wholesale_Nondurable_Goods,Paper and paper product,31544911,NA,NA,NA
Wholesale_Nondurable_Goods,Drugs and druggists' sundries,597148433,NA,NA,NA
Wholesale_Nondurable_Goods,"Apparel, piece goods, and notions",98105906,NA,NA,NA
Wholesale_Nondurable_Goods,Grocery and related product,446666751,NA,NA,NA
Wholesale_Nondurable_Goods,Farm product raw material,133222875,NA,NA,NA
Wholesale_Nondurable_Goods,Chemical and allied products,72975823,NA,NA,NA
Wholesale_Nondurable_Goods,Petroleum and petroleum products,392776554,NA,NA,NA
Wholesale_Nondurable_Goods,"Beer, wine, and distilled alcoholic beverage",27492922,NA,NA,NA
Wholesale_Nondurable_Goods,Miscellaneous nondurable goods,108082183,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,New and used car dealers,209761811,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,Other motor vehicle and parts dealers,70033744,NA,NA,NA
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,49306316,NA,NA,NA
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,71106682,NA,NA,NA
Other_Non_Gas_Stations_Retail,Home centers; paint and wallpaper stores,135477996,NA,NA,NA
Other_Non_Gas_Stations_Retail,Hardware stores,7819947,NA,NA,NA
Other_Non_Gas_Stations_Retail,Other building materials dealers,23221003,NA,NA,NA
Other_Non_Gas_Stations_Retail,Lawn and garden equipment and supplies stores,6541467,NA,NA,NA
Food_and_Beverages_Stores,Food and beverage stores,510084457,NA,NA,NA
Food_and_Beverages_Stores,"Beer, wine, and liquor stores",7809573,NA,NA,NA
Other_Non_Gas_Stations_Retail,Health and personal care stores,303791694,NA,NA,NA
Gas_Stations,Gasoline stations,122006348,NA,NA,NA
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,201300631,NA,NA,NA
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",49712397,NA,NA,NA
General_Merchandise_Stores,General merchandise stores,696659176,NA,NA,NA
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,71277877,NA,NA,NA
Other_Non_Gas_Stations_Retail,Nonstore retailers,200156285,NA,NA,NA
Air_Transportation,Air transportation,178397616,NA,NA,NA
Rail_Transportation,Rail transportation,61674593,NA,NA,NA
Water_Transportation,Water transportation,18570033,NA,NA,NA
Truck_Transportation,Truck transportation,117618157,NA,NA,NA
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,14459800,NA,NA,NA
Pipeline_Transportation,Pipeline transportation,5960478,NA,NA,NA
Other_Transportation_and_Support_Activities,Other transportation and support activities,208758630,NA,NA,NA
Warehousing_and_Storage,Warehousing and storage,13597349,NA,NA,NA
Publishing_Industries_(Except_Internet),Newspaper publishers,20666095,NA,NA,NA
Publishing_Industries_(Except_Internet),Periodical publishers,21280284,NA,NA,NA
Publishing_Industries_(Except_Internet),Book publishers,NA,34018356,FALSE,NA
Publishing_Industries_(Except_Internet),Database directory and other publishers,NA,34018356,FALSE,NA
Movie_Theaters,Motion picture and video industries (except video rental),81232089,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),81232089,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,5712055,NA,NA,NA
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet),106612716,NA,NA,NA
Telephone_Communication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",432250133,NA,NA,NA
Cable_Television,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",432250133,NA,NA,NA
Other_Telecommunication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",432250133,NA,NA,NA
Information_and_Data_Processing,"Data processing, hosting, and related services",53832821,NA,NA,NA
Information_and_Data_Processing,Other information services,94038852,NA,NA,NA
Depository_Credit_Intermediation,Commercial banking,17177602,NA,NA,NA
Depository_Credit_Intermediation,"Savings institutions, credit unions, and other depository credit intermediation",5251913,NA,NA,NA
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,50452213,NA,NA,NA
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),8041684,NA,NA,NA
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",8003615,NA,NA,NA
Other_Intermediation,"Activities related to credit intermediation (loan brokers, check clearing, etc.)",48847416,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Investment banking and securities dealing,46119190,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Securities brokerage,40928634,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Commodity contracts dealing and brokerage,2905361,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity exchanges, and other financial investment activities",80553823,NA,NA,NA
Insurance_Carriers,Life insurance,656678604,NA,NA,NA
Insurance_Carriers,Property and casualty insurance,1200978091,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,46053206,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities (third-party administrator of insurance, etc.)",31174354,NA,NA,NA
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Other financial vehicles,904064,NA,NA,NA
Real_Estate,Lessors of buildings,20932323,NA,NA,NA
Real_Estate,"Lessors of miniwarehouses, self-storage units, and other real estate",5148322,NA,NA,NA
Real_Estate,Offices of real estate agents and brokers,18827918,NA,NA,NA
Real_Estate,Other real estate activities,22963502,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Automotive equipment rental and leasing,47419372,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Other consumer goods and general rental centers,12510974,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Commercial and industrial machinery and equipment rental and leasing,34962549,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),3880395,NA,NA,NA
Legal_Services,Legal services,37407397,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",34234370,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",149350583,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,5993937,NA,NA,NA
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,207460975,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",156399047,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,45025336,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,62493328,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",48313159,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of bank holding companies,172320246,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of other holding companies,7681418,NA,NA,NA
Administrative_and_Support_Services,Employment services,88327868,NA,NA,NA
Administrative_and_Support_Services,Travel arrangement and reservation services,30927916,NA,NA,NA
Administrative_and_Support_Services,Other administrative and support services,118185245,NA,NA,NA
Waste_Management_and_Remediation_Services,Waste management and remediation services,50198196,NA,NA,NA
Educational_Services,Educational services,34383174,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of physicians,142235804,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of dentists,19043519,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of other health practitioners,25019810,NA,NA,NA
Ambulatory_Health_Care_Services,Outpatient care centers,32634521,NA,NA,NA
Social_Assistance,Miscellaneous health care and social assistance,70267415,NA,NA,NA
Hospitals,"Hospitals, nursing, and residential care facilities",113191433,NA,NA,NA
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",113191433,NA,NA,NA
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",22589535,NA,NA,NA
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",22589535,NA,NA,NA
Amusement_Parks,"Amusement, gambling, and recreation industries",30542398,NA,NA,NA
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",30542398,NA,NA,NA
Other_Recreation_Services,"Amusement, gambling, and recreation industries",30542398,NA,NA,NA
Accomodation,Accommodation,73216983,NA,NA,NA
Food_Services_and_Drinking_Places,Food services and drinking places,194760289,NA,NA,NA
Other_Services_(Except_Public_Administration),Other services,82711292,NA,NA,NA
