detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),3848678,NA,NA,NA
Legal_Services,"Professional, scientific, and technical services",669352163,NA,NA,NA
Computer_Systems_Design_and_Related_Services,"Professional, scientific, and technical services",669352163,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Professional, scientific, and technical services",669352163,NA,NA,NA
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),170881250,NA,NA,NA
Administrative_and_Support_Services,Administrative and support services,240638957,NA,NA,NA
Waste_Management_and_Remediation_Services,Waste management and remediation services,50049933,NA,NA,NA
Educational_Services,Educational services,39272434,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,220785503,NA,NA,NA
Social_Assistance,Miscellaneous health care and social assistance,68225768,NA,NA,NA
Hospitals,"Hospitals, nursing, and residential care facilities",111242948,NA,NA,NA
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",111242948,NA,NA,NA
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",20645508,NA,NA,NA
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",20645508,NA,NA,NA
Amusement_Parks,"Amusement, gambling, and recreation industries",28089373,NA,NA,NA
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",28089373,NA,NA,NA
Other_Recreation_Services,"Amusement, gambling, and recreation industries",28089373,NA,NA,NA
Accomodation,Accommodation,68248777,NA,NA,NA
Food_Services_and_Drinking_Places,Food services and drinking places,180754970,NA,NA,NA
Other_Services_(Except_Public_Administration),Other services,79638656,NA,NA,NA
