detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Cement_Manufacturing,"Cement, concrete, lime, and gypsum product",70639270,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills, and steel product",144525307,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,77154183,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,Foundries,14999070,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Foundries,14999070,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Forging and stamping,5373199,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Cutlery, hardware, spring and wire: machine shops, screw, nut, and bolt",35954622,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Architectural and structural metals,45971748,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Boiler, tank, and shipping container",25974794,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Coating, engraving, heat treating, and allied activities",7710394,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Other fabricated metal product,76864723,NA,NA,NA
Machinery_Manufacturing,"Agriculture, construction, and mining machinery",114368726,NA,NA,NA
Machinery_Manufacturing,Industrial machinery,35918744,NA,NA,NA
Machinery_Manufacturing,Commercial and service industry machinery,26556681,NA,NA,NA
Machinery_Manufacturing,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment",57910250,NA,NA,NA
Machinery_Manufacturing,Metalworking machinery,14546609,NA,NA,NA
Machinery_Manufacturing,"Engine, turbine, and power transmission equipment",37951516,NA,NA,NA
Machinery_Manufacturing,Other general purpose machinery,81884492,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Computer and peripheral equipment,287069203,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Communications equipment,60026802,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Audio and video equipment manufacturing and reproducing magnetic and optical media,46092336,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Semiconductor and other electronic component,299830724,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,"Navigational, measuring, electromedical, and control instruments",142509167,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical lighting equipment and household appliance,120299022,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical equipment,80479041,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Other electrical equipment and component,52978911,NA,NA,NA
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,830929942,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,303348555,NA,NA,NA
Ships_and_Boats_Manufacturing,Ship and boat building,48225359,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,46563727,NA,NA,NA
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,45479667,NA,NA,NA
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,179268050,NA,NA,NA
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,58506654,NA,NA,NA
Wholesale_Durable_Goods,Motor vehicle and motor vehicle parts and supplies,305112312,NA,NA,NA
Wholesale_Durable_Goods,Lumber and other construction materials,76538689,NA,NA,NA
Wholesale_Durable_Goods,Professional and commercial equipment and supplies,250168895,NA,NA,NA
Wholesale_Durable_Goods,Metal and mineral (except petroleum),119187328,NA,NA,NA
Wholesale_Durable_Goods,Electrical and electronic goods,465895927,NA,NA,NA
Wholesale_Durable_Goods,"Hardware, plumbing, heating equipment, and supplies",95464219,NA,NA,NA
Wholesale_Durable_Goods,"Machinery, equipment, and supplies",220554287,NA,NA,NA
Wholesale_Durable_Goods,"Furniture, sports, toys, recycle, jewelry, and other durable goods",245105890,NA,NA,NA
Wholesale_Nondurable_Goods,Paper and paper product,36839486,NA,NA,NA
Wholesale_Nondurable_Goods,Drugs and druggists' sundries,955202914,NA,NA,NA
Wholesale_Nondurable_Goods,"Apparel, piece goods, and notions",105992428,NA,NA,NA
Wholesale_Nondurable_Goods,Grocery and related product,613999590,NA,NA,NA
Wholesale_Nondurable_Goods,Farm product raw material,153946012,NA,NA,NA
Wholesale_Nondurable_Goods,Chemical and allied products,75549711,NA,NA,NA
Wholesale_Nondurable_Goods,Petroleum and petroleum products,642434947,NA,NA,NA
Wholesale_Nondurable_Goods,"Beer, wine, and distilled alcoholic beverage",45046087,NA,NA,NA
Wholesale_Nondurable_Goods,Miscellaneous nondurable goods,119339353,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,New and used car dealers,245795441,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,Other motor vehicle and parts dealers,101711203,NA,NA,NA
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,61682264,NA,NA,NA
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,75585774,NA,NA,NA
Other_Non_Gas_Stations_Retail,Home centers; paint and wallpaper stores,229703048.24376202,1173301501,TRUE,0.195774954730721
Other_Non_Gas_Stations_Retail,Hardware stores,9409696,NA,NA,NA
Other_Non_Gas_Stations_Retail,Other building materials dealers,54461346,NA,NA,NA
Other_Non_Gas_Stations_Retail,Lawn and garden equipment and supplies stores,20251883.5128757,1173301501,TRUE,0.017260596270962835
Food_and_Beverages_Stores,Food and beverage stores,654963079,NA,NA,NA
Food_and_Beverages_Stores,"Beer, wine, and liquor stores",7461048,NA,NA,NA
Other_Non_Gas_Stations_Retail,Health and personal care stores,455130620,NA,NA,NA
Gas_Stations,Gasoline stations,134915705,NA,NA,NA
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,202269530,NA,NA,NA
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",46699756.24390182,1173301501,TRUE,0.039802008438666284
General_Merchandise_Stores,General merchandise stores,876646812.9994605,1173301501,TRUE,0.7471624405596499
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,91313634,NA,NA,NA
Other_Non_Gas_Stations_Retail,Nonstore retailers,563888353,NA,NA,NA
Air_Transportation,Air transportation,151826065,NA,NA,NA
Rail_Transportation,Rail transportation,56883173,NA,NA,NA
Water_Transportation,Water transportation,18131632,NA,NA,NA
Truck_Transportation,Truck transportation,150500099,NA,NA,NA
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,16117712,NA,NA,NA
Pipeline_Transportation,Pipeline transportation,19562932,NA,NA,NA
Other_Transportation_and_Support_Activities,Other transportation and support activities,360970321,NA,NA,NA
Warehousing_and_Storage,Warehousing and storage,26765468,NA,NA,NA
Publishing_Industries_(Except_Internet),Newspaper publishers,13861752,NA,NA,NA
Publishing_Industries_(Except_Internet),Periodical publishers,18009859,NA,NA,NA
Publishing_Industries_(Except_Internet),Book publishers,18655747,NA,NA,NA
Publishing_Industries_(Except_Internet),Database directory and other publishers,7752479,NA,NA,NA
Movie_Theaters,Motion picture and video industries (except video rental),24479727,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),24479727,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,10014307,NA,NA,NA
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet),128686506,NA,NA,NA
Telephone_Communication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",522562783,NA,NA,NA
Cable_Television,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",522562783,NA,NA,NA
Other_Telecommunication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers",522562783,NA,NA,NA
Information_and_Data_Processing,"Data processing, hosting, and related services",291813398,NA,NA,NA
Information_and_Data_Processing,Other information services,214544939,NA,NA,NA
Depository_Credit_Intermediation,Commercial banking,20259366.10277661,36076409,TRUE,0.5615682564962774
Depository_Credit_Intermediation,"Savings institutions, credit unions, and other depository credit intermediation",12620549.468076847,36076409,TRUE,0.349828317670887
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,68824946,NA,NA,NA
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),20894807,NA,NA,NA
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",23553746,NA,NA,NA
Other_Intermediation,"Activities related to credit intermediation (loan brokers, check clearing, etc.)",100123202,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Investment banking and securities dealing,94604217,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Securities brokerage,67538354,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Commodity contracts dealing and brokerage,4558169,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity exchanges, and other financial investment activities",145614683,NA,NA,NA
Insurance_Carriers,Life insurance,741796001,NA,NA,NA
Insurance_Carriers,Property and casualty insurance,1251482165,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,90834784,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities (third-party administrator of insurance, etc.)",42437724,NA,NA,NA
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Other financial vehicles,3196493.429146541,36076409,TRUE,0.08860342583283555
Real_Estate,Lessors of buildings,28279548,NA,NA,NA
Real_Estate,"Lessors of miniwarehouses, self-storage units, and other real estate",6025548,NA,NA,NA
Real_Estate,Offices of real estate agents and brokers,49200861,NA,NA,NA
Real_Estate,Other real estate activities,39859285,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Automotive equipment rental and leasing,57531434,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Other consumer goods and general rental centers,6420552,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Commercial and industrial machinery and equipment rental and leasing,44634938,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),8589980,NA,NA,NA
Legal_Services,Legal services,45201331,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",65955845,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",149237312,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,6669495,NA,NA,NA
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,220649631,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",241856542,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,79335854,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,87839623,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",92282066,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of bank holding companies,261827782,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of other holding companies,203417,NA,NA,NA
Administrative_and_Support_Services,Employment services,143173138,NA,NA,NA
Administrative_and_Support_Services,Travel arrangement and reservation services,27693216,NA,NA,NA
Administrative_and_Support_Services,Other administrative and support services,158553994,NA,NA,NA
Waste_Management_and_Remediation_Services,Waste management and remediation services,63296897,NA,NA,NA
Educational_Services,Educational services,29290458,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of physicians,179283359,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of dentists,22058101,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of other health practitioners,340320424,NA,NA,NA
Ambulatory_Health_Care_Services,Outpatient care centers,47518210,NA,NA,NA
Social_Assistance,Miscellaneous health care and social assistance,100079481,NA,NA,NA
Hospitals,"Hospitals, nursing, and residential care facilities",123091726,NA,NA,NA
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",123091726,NA,NA,NA
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",21916109,NA,NA,NA
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",21916109,NA,NA,NA
Amusement_Parks,"Amusement, gambling, and recreation industries",40770199,NA,NA,NA
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",40770199,NA,NA,NA
Other_Recreation_Services,"Amusement, gambling, and recreation industries",40770199,NA,NA,NA
Accomodation,Accommodation,71847149,NA,NA,NA
Food_Services_and_Drinking_Places,Food services and drinking places,197123287,NA,NA,NA
Other_Services_(Except_Public_Administration),Other services,94285245,NA,NA,NA
