"year","gdp","gdp_c","gdp_i","gdp_g","gdp_nx","gdp_comp","gdp_wages","gdp_proprietors","gdp_rent","gdp_interest","gdp_div","gdp_corp","gdp_fy","rgdp","pce_deflator","cpiu","ccpiu","cpiu_irs","ccpiu_irs","gdp_deflator","awi","u3","lfpr","emp_hh","emp_est","tsy_10y","tsy_3m","ffr","avg_rate_debt","rev","rev_iit","rev_payroll","rev_corp","rev_excise","rev_estate","rev_customs","rev_misc","outlays","outlays_disc","outlays_mand","outlays_mand_oasdi","outlays_mand_health","outlays_mand_other","outlays_ni","unmarried_0","unmarried_1","unmarried_2","unmarried_3","unmarried_4","unmarried_5","unmarried_6","unmarried_7","unmarried_8","unmarried_9","unmarried_10","unmarried_11","unmarried_12","unmarried_13","unmarried_14","unmarried_15","unmarried_16","unmarried_17","unmarried_18","unmarried_19","unmarried_20","unmarried_21","unmarried_22","unmarried_23","unmarried_24","unmarried_25","unmarried_26","unmarried_27","unmarried_28","unmarried_29","unmarried_30","unmarried_31","unmarried_32","unmarried_33","unmarried_34","unmarried_35","unmarried_36","unmarried_37","unmarried_38","unmarried_39","unmarried_40","unmarried_41","unmarried_42","unmarried_43","unmarried_44","unmarried_45","unmarried_46","unmarried_47","unmarried_48","unmarried_49","unmarried_50","unmarried_51","unmarried_52","unmarried_53","unmarried_54","unmarried_55","unmarried_56","unmarried_57","unmarried_58","unmarried_59","unmarried_60","unmarried_61","unmarried_62","unmarried_63","unmarried_64","unmarried_65","unmarried_66","unmarried_67","unmarried_68","unmarried_69","unmarried_70","unmarried_71","unmarried_72","unmarried_73","unmarried_74","unmarried_75","unmarried_76","unmarried_77","unmarried_78","unmarried_79","unmarried_80","unmarried_81","unmarried_82","unmarried_83","unmarried_84","unmarried_85","unmarried_86","unmarried_87","unmarried_88","unmarried_89","unmarried_90","unmarried_91","unmarried_92","unmarried_93","unmarried_94","unmarried_95","unmarried_96","unmarried_97","unmarried_98","unmarried_99","unmarried_100","married_0","married_1","married_2","married_3","married_4","married_5","married_6","married_7","married_8","married_9","married_10","married_11","married_12","married_13","married_14","married_15","married_16","married_17","married_18","married_19","married_20","married_21","married_22","married_23","married_24","married_25","married_26","married_27","married_28","married_29","married_30","married_31","married_32","married_33","married_34","married_35","married_36","married_37","married_38","married_39","married_40","married_41","married_42","married_43","married_44","married_45","married_46","married_47","married_48","married_49","married_50","married_51","married_52","married_53","married_54","married_55","married_56","married_57","married_58","married_59","married_60","married_61","married_62","married_63","married_64","married_65","married_66","married_67","married_68","married_69","married_70","married_71","married_72","married_73","married_74","married_75","married_76","married_77","married_78","married_79","married_80","married_81","married_82","married_83","married_84","married_85","married_86","married_87","married_88","married_89","married_90","married_91","married_92","married_93","married_94","married_95","married_96","married_97","married_98","married_99","married_100"
2058,98460.983131493,67678.7410738269,17314.2217991882,15882.9064958364,-2414.88623735849,52533.4109258182,43175.8387939991,6636.39452332892,3182.36653123707,10031.0490681579,6572.26807771023,10588.9302591249,97553.0340801861,1.75005915699585,1.91496876201651,2.12665371304803,1.95834896560813,2.12665371304803,1.95834896560813,1.95379847195237,3.10254460773878,4.071,60.7,180.337271968457,176.934341792361,4.409,3.097,3.262,3.791,,,,1194.0343007874,231.605949929129,170.076083127486,226.282677396292,494.409246056679,27464.1215978571,5157.47007846905,15947.087337907,5776.16629749101,8189.47851015954,1981.4425302565,6359.56418148096,3861816,3868092,3885132,3905469,3926990,3950726,3978737,4008921,4041708,4077441,4115587,4155048,4195198,4235616,4275950,4317133,4345130,4369961,4388321,4432110,4358080,4313483,4243086,4118315,3919576,3717571,3471323,3290709,3083918,2877049,2651515,2573123,2428004,2205631,2161500,2106018,2059877,2064798,2080152,1982321,2033273,2108111,2067594,1985057,1968143,1972235,1985683,2058816,2023881,2141623,2116440,2083584,2047997,2051247,2084841,1990320,1981091,2035989,2011140,2042089,1971116,1993665,1852565,1848246,1977608,1914812,1984443,1986875,1885899,1910605,1789103,1734198,1708368,1657516,1575392,1599550,1558931,1579695,1453377,1372472,1352729,1266842,1207817,1224676,1145166,1157797,1167814,1140620,1004070,945991,835933,767853,720429,656508,538846,437681,372907,284466,221808,162807,330431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14531,33971,60135,57287,167131,244953,342467,489919,707530,923566,1179022,1364572,1572647,1777667,2000191,2073847,2207607,2416998,2446252,2480187,2509301,2557159,2552246,2693049,2702219,2717261,2792155,2887968,2854480,2868826,2850000,2861110,2968573,3009428,3060610,3034379,2966089,2915271,2846309,2885405,2886385,2892586,2819534,2746367,2714046,2656968,2761440,2737705,2601686,2690132,2607353,2593067,2513727,2331192,2292675,2246010,2214420,2121746,2111635,2070052,1961487,1892951,1795976,1678219,1572206,1441113,1359320,1209152,1117649,1046825,968092,906041,780022,616130,530477,430588,334938,269596,224403,176357,102757,80659,44294,27233,55873
2059,102007.547743889,70116.5293273061,17937.880068395,16455.0087878164,-2501.87043962814,54425.6643873662,44731.0325073589,6875.43745405923,3296.99537369223,10392.367455593,6809.00117386935,10970.3435270586,101066.894367754,1.77736007984498,1.95148721630817,2.17443962198022,1.99750336308925,2.17443962198022,1.99750336308926,1.99306982123862,3.20698633566422,4.071,60.7,180.748440948545,177.337752091648,4.409,3.097,3.262,3.791,,,,1237.04341630176,239.948396245576,176.202223641738,234.433379436107,512.21786709964,28453.3792578119,5343.24215069551,16521.5014238185,5984.22380752663,8484.46352609549,2052.81409019633,6588.6356832979,3870568,3875169,3890108,3907916,3926517,3947158,3972105,3999373,4029647,4063354,4100029,4138633,4178535,4219277,4260259,4302135,4332961,4359327,4386959,4394277,4351059,4320350,4237980,4120785,3937126,3712087,3487578,3257655,3100848,2888707,2703359,2500794,2431357,2340413,2155119,2148975,2087026,2022374,2007239,2065427,1976104,2004140,2079445,2047533,1975642,1963375,1964223,1963809,2052554,2018402,2137634,2111200,2094139,2053331,2050083,2064062,1997589,1982215,2039246,1992891,2025508,1972847,1977339,1839426,1841231,1970436,1891217,1978365,1960795,1871638,1904547,1789787,1724864,1713998,1641902,1570259,1618614,1554547,1542884,1434347,1348565,1330263,1242550,1182928,1194636,1092679,1102510,1127619,1098191,938938,849956,758512,668997,634862,570954,457848,374924,299193,224611,170195,345003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12618,32017,51392,88288,170858,238106,350023,491242,696545,939829,1177182,1415185,1576043,1788516,1972201,2170306,2233247,2310819,2480779,2470103,2508830,2554921,2621444,2572272,2704257,2735871,2749235,2814529,2898697,2860035,2876426,2870023,2864167,2969707,3007744,3058531,3015189,2950723,2904864,2852906,2861401,2866170,2867450,2814046,2737206,2684805,2643504,2742401,2710004,2573082,2676473,2573325,2575981,2483266,2291052,2244026,2204034,2152674,2077355,2051326,1978366,1889095,1845955,1728175,1607311,1489358,1356826,1269347,1117711,1039127,954594,848959,778377,680033,543258,436238,362685,258142,198283,159291,107071,66424,50378,26384,53292
2060,105681.859613624,72642.1267136757,18584.0025084586,17047.7182043535,-2591.98781286355,56386.0768185991,46342.244298274,7123.09071115444,3415.75314705262,10766.7005313434,7054.26139615212,11365.4953009032,104707.323902881,1.80508689709056,1.98870207752316,2.22329928028612,2.03744059696422,2.22329928028612,2.03744059696422,2.03313052464551,3.31494391135695,4.071,60.7,181.160547393907,177.742082166417,4.409,3.097,3.262,3.791,,,,1281.60172015695,248.591337478342,182.549027737314,242.877669763395,530.667954672569,29478.2699786782,5535.70573296356,17116.6059051044,6199.77554907374,8790.07390230545,2126.75645372521,6825.95834061029,3880631,3883989,3897234,3912936,3929005,3946725,3968578,3992781,4020140,4051336,4085988,4123123,4162171,4202668,4243978,4286506,4313178,4350177,4385130,4397877,4319184,4323206,4223693,4094208,3962848,3751213,3491627,3282299,3059962,2896878,2756510,2585346,2403134,2331141,2299276,2130522,2094363,2049949,1997190,1972103,2037016,1964686,1966675,2058849,2025607,1963786,1965560,1958774,1966462,2047159,2020830,2129694,2115208,2101647,2077960,2037579,2046319,1980155,1974324,2041176,2002493,2020069,1951755,1976436,1834702,1818139,1938095,1896986,1965859,1944330,1861093,1897108,1784565,1712780,1704192,1628110,1557129,1614451,1557132,1521230,1415615,1336490,1312362,1201018,1172073,1157419,1061434,1046804,1073467,1036465,880635,781140,675242,594920,561395,468326,378807,295241,236119,176187,359731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17470,27166,40728,74685,196005,232073,364458,520395,674742,907392,1184028,1405070,1634598,1800772,1941646,2109688,2285676,2349177,2365325,2516795,2534417,2554053,2586943,2661877,2605753,2720328,2776851,2772272,2837857,2911312,2857526,2880076,2864484,2865534,2962168,3008625,3045925,2997535,2914599,2903305,2853920,2860010,2852815,2841579,2778858,2714928,2676415,2612560,2712844,2697990,2569166,2631225,2543394,2546761,2446866,2249758,2197870,2160613,2101784,2025944,1993635,1904957,1804389,1778044,1649576,1513896,1395183,1283079,1158879,1022054,928721,857932,739988,667586,564253,437783,353991,278741,180976,154179,105976,75553,39487,27153,51660
2061,109488.520196907,75258.6961179023,19253.3982788133,17661.7770140744,-2685.35121388289,58417.103305605,48011.4919378978,7379.66443857022,3538.78857540946,11154.5170844824,7308.35589164152,11774.8804416418,108478.881709863,1.83324625268518,2.02662662614153,2.27325681511415,2.07817631893139,2.27325681511415,2.07817631893139,2.07399644819089,3.42653568967157,4.071,60.7,181.573593441965,178.147334113756,4.409,3.097,3.262,3.791,,,,1327.765014117,257.545597454312,189.124443716412,251.626123428273,549.782614399875,30540.0772633102,5735.1018534649,17733.1460498063,6423.09146435138,9106.69236426649,2203.36222118839,7071.82936003907,3891431,3894119,3906102,3920108,3934068,3949251,3968188,3989295,4013588,4041873,4074017,4109131,4146711,4186358,4227427,4270288,4299584,4327616,4378020,4380635,4323901,4288555,4234355,4087965,3915055,3736922,3515553,3269199,3069856,2885251,2733225,2589745,2482560,2326216,2257818,2246988,2075319,2053655,1999386,1959420,1963079,1979357,1924053,1956434,2029311,2001580,1963305,1962876,1944105,1943725,2028728,2043030,2147621,2111482,2125334,2089402,2046871,2035771,1988294,1971460,2035859,2000594,2021719,1944873,1963136,1843416,1817921,1940584,1901122,1972289,1921717,1843807,1887362,1789229,1687164,1682476,1619331,1536938,1608966,1543120,1502930,1392704,1317539,1276062,1185312,1133842,1093329,1011093,989531,1011682,954449,798548,696575,594520,510876,451340,384280,294439,224174,184748,381152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15507,34881,33930,79536,181391,260114,350745,526918,725243,925729,1166911,1429181,1639341,1830168,1985448,2127967,2230257,2378383,2435963,2429139,2581794,2583319,2611480,2630128,2675979,2668150,2764617,2789746,2803345,2862729,2911435,2858505,2891924,2883530,2879189,2933510,2982375,3039541,2962231,2889169,2877407,2845652,2830907,2832405,2821104,2753208,2683577,2651764,2591916,2669461,2662628,2528237,2585312,2492046,2521422,2414633,2207294,2137613,2126178,2057524,1964123,1938159,1827450,1730607,1695793,1564048,1420540,1312453,1176973,1064207,942280,832681,759117,636217,567356,466376,354194,277758,216063,149903,105094,78802,55590,19247,44329
2062,113432.2966944,77969.5143520691,19946.9056848161,18297.9542221213,-2782.07756460694,60521.2873666729,49740.8658775009,7645.47995164752,3666.2557398957,11556.3027898655,7571.60287085845,12199.0116351497,112386.291029052,1.86184489422707,2.06527439590205,2.32433689574976,2.11972649362256,2.32433689574976,2.11972649362257,2.11568377679952,3.54188400967149,4.071,60.7,181.987581235013,178.553510035536,4.409,3.097,3.262,3.791,,,,1375.5911099255,266.822389874616,195.936706179077,260.689696394159,569.585784170558,31640.1308463347,5941.68022222671,18371.8939705203,6654.45121889731,9434.71542322737,2282.72732839559,7326.55665358768,3902370,3904983,3916281,3929023,3941282,3954355,3970756,3988945,4010145,4035366,4064599,4097208,4132770,4170952,4211173,4253800,4284431,4311167,4355518,4383324,4309699,4306994,4215436,4110666,3925166,3704113,3527784,3292413,3095111,2908270,2710889,2594643,2442973,2387338,2242060,2212566,2183717,2037727,2028037,1962372,1951406,1929435,1953237,1896333,1958357,2029542,1981358,1960141,1972412,1966417,1953105,2027937,2058445,2150857,2119588,2119421,2071745,2046781,2019226,1972673,1979050,2034280,2002021,2006859,1922796,1952857,1831401,1805325,1926557,1874496,1964402,1920864,1844850,1883506,1778854,1685820,1686058,1604781,1522617,1577689,1523973,1489606,1359184,1264397,1267538,1136031,1093820,1037910,962317,924256,919212,862729,697387,612513,512812,435232,355182,302452,228211,169738,393949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14514,35856,41681,63043,183312,231900,363183,501295,715538,961370,1158849,1412895,1625210,1821890,2025646,2143669,2292602,2341338,2476070,2492833,2502311,2627669,2615848,2653936,2643342,2714376,2698019,2795141,2789580,2804098,2882678,2912858,2846248,2865995,2869734,2873882,2910421,2969325,3019856,2954009,2890295,2858812,2841246,2823553,2799748,2794920,2722262,2666673,2640219,2567869,2646341,2637486,2501570,2567716,2452793,2471712,2360544,2154651,2087827,2062198,1982465,1903215,1871502,1769981,1651030,1596939,1482091,1354365,1195145,1092615,960142,848968,731415,665876,553442,470336,393801,278691,213620,154014,117812,74639,53649,37538,41928
2063,117518.128021332,80777.9762590306,20665.3932275832,18957.0465332021,-2882.28799848409,62701.2641376205,51532.5318664085,7920.87013950586,3798.31427164675,11972.5608163564,7844.33200626677,12638.4200342478,116434.445231918,1.89088967457701,2.1046591786319,2.37656474579726,2.16210740485959,2.37656474579726,2.16210740485959,2.15820902071319,3.6611153287503,4.071,60.7,182.402512920229,178.960612038417,4.409,3.097,3.262,3.791,,,,1425.13990170501,276.4333323579,202.994346335647,270.079739258276,590.102264116382,32779.8083594196,6155.69954383132,19033.6495913384,6894.14455180199,9774.55387277202,2364.9511667644,7590.45922424991,3912913,3915988,3927194,3939248,3950238,3961608,3975903,3991557,4009836,4031965,4058139,4087840,4120898,4157065,4195825,4237609,4269952,4303881,4326588,4356091,4311546,4286185,4230255,4085150,3946443,3718820,3498214,3311622,3100482,2931766,2713597,2546558,2482486,2369947,2330851,2187140,2159594,2177585,1998054,2004749,1955849,1926123,1910449,1937756,1895354,1934838,2025424,1965583,1989909,1965031,1972391,1969251,2036323,2064186,2157475,2150373,2119628,2052537,2041785,1998317,1976449,1977936,2020398,1989681,2015487,1931218,1940311,1829082,1801410,1916684,1873037,1951580,1897353,1829383,1873667,1775607,1682727,1675611,1588736,1509459,1554803,1493300,1455829,1330660,1252750,1224459,1102597,1044314,983249,914501,861804,822935,771077,624674,525816,427552,359090,286221,239737,174534,400569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12576,27079,55231,75628,167768,240546,338716,520462,691468,947192,1191374,1397971,1626881,1809623,2037775,2209702,2273767,2381557,2411422,2542676,2555800,2516826,2674332,2644618,2665687,2673498,2737128,2716401,2798037,2814304,2808078,2896799,2880332,2850126,2855691,2847869,2858204,2895555,2951445,2974968,2937109,2890899,2842992,2839187,2795030,2773884,2779067,2703033,2624187,2597796,2545631,2611385,2601441,2468353,2522771,2415911,2441061,2318603,2103342,2025596,1994488,1916505,1838486,1798037,1692916,1571406,1511221,1387882,1239829,1099977,980970,860610,751096,626764,560188,467893,379668,301538,217006,161777,104826,78537,45290,34493,45037
2064,121751.13099266,83687.5989638809,21409.7606916407,19639.8793493281,-2986.1080121895,64959.7636718576,53388.7336642365,8206.17988193086,3935.12955171146,12403.8124569616,8126.8848451325,13093.6559238814,120628.413949172,1.92038755350041,2.14479502916841,2.42996615563532,2.20533566203615,2.42996615563532,2.20533566203615,2.20158902202953,3.7843603612682,4.071,60.7,182.818390649687,179.368642233864,4.409,3.097,3.262,3.791,,,,1476.47344096443,286.390460989431,210.306202690657,279.80801146636,611.357747669854,33960.5370565259,6377.42784140012,19719.2416496184,7142.4716385579,10126.6333032693,2450.13670779126,7863.86756550739,3922616,3926595,3938248,3950209,3960506,3970606,3983199,3996743,4012489,4031701,4054786,4081428,4111580,4145247,4181995,4222325,4255802,4285671,4326163,4340863,4292093,4276630,4208594,4085750,3942808,3740926,3510812,3301118,3120427,2884723,2752917,2557130,2436383,2385943,2307276,2275601,2141707,2134497,2120903,1943744,1971183,1927262,1911444,1906001,1927909,1891929,1949701,2019160,1957232,1993539,1987443,1980789,1974564,2034274,2057406,2155187,2141887,2111783,2045068,2028302,1995603,1959373,1970388,2007066,1973687,2014731,1928463,1932107,1810864,1804721,1911160,1879608,1936555,1885302,1809265,1861106,1745600,1677199,1646651,1581873,1483430,1518030,1465911,1415303,1287706,1220183,1189557,1066356,986813,936357,839137,790766,735389,673550,543023,431150,358719,288610,226331,182120,405419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10608,28956,39688,75584,172683,236524,348346,510345,688883,922422,1179426,1411549,1611337,1863818,2009780,2214057,2337899,2386314,2457894,2478428,2598178,2589368,2580596,2734206,2683460,2699186,2692076,2744507,2728274,2802826,2799521,2812830,2902490,2873170,2823517,2841669,2835674,2851541,2891812,2939979,2966790,2926165,2877635,2833651,2817172,2785463,2752525,2760600,2685365,2590706,2566095,2516923,2590125,2555805,2428656,2467273,2377688,2394502,2276586,2049318,1984596,1924305,1863655,1758914,1726346,1617872,1481260,1424702,1300992,1133552,984595,867072,765185,642904,540074,456449,379683,303951,229650,171957,105619,69451,49612,29463,48364
2065,126136.606731016,86702.0262785599,22180.9402717536,20347.3078034909,-3093.66762278855,67299.6143593179,55311.7958508223,8501.76648127801,4076.87291816411,12850.5977816613,8419.61523725417,13565.2894102596,124973.449419621,1.95034559933502,2.18569627037465,2.48456749515245,2.24942820662707,2.48456749515245,2.24942820662707,2.24584096137232,3.91175422185525,4.071,60.7,183.235216580368,179.777602738157,4.409,3.097,3.262,3.791,,,,1529.65601430797,296.706245394271,217.881432111574,289.886696039378,633.378853740922,35183.795601302,6607.14279224735,20429.5287338377,7399.74346697876,10491.394634853,2538.3906320059,8147.12407521696,3931125,3936364,3948907,3961312,3971510,3980914,3992239,4004081,4017718,4034398,4054569,4078123,4105220,4135983,4170236,4208559,4237745,4273522,4304208,4329919,4287757,4258159,4194220,4068277,3898334,3769792,3512889,3286500,3102754,2914299,2704282,2593685,2428747,2348730,2309344,2242490,2223350,2091847,2099165,2104872,1936977,1947208,1902836,1904763,1886524,1903778,1893568,1944928,2015540,1943722,2002222,1990675,1998860,1989975,2043865,2054512,2159651,2156308,2116143,2048276,2026234,1988887,1954208,1943340,1986740,1970912,2009244,1918627,1918556,1793773,1802444,1903492,1881624,1894018,1872696,1802553,1837014,1719035,1669897,1631389,1546330,1472018,1476695,1436781,1391061,1259552,1178251,1153426,1011319,921483,870551,767080,719319,653385,579103,445517,357913,277941,225695,173747,425243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13452,25070,45405,70664,161852,240579,349276,515920,723973,887465,1174810,1426939,1632201,1838753,2065671,2188921,2360545,2441633,2476649,2534507,2540818,2656579,2631874,2602280,2746331,2712398,2727542,2701818,2766040,2753875,2801422,2803014,2813945,2912577,2860264,2814807,2816820,2811985,2831867,2881770,2919225,2933611,2900879,2851686,2811146,2797273,2762082,2748648,2747026,2654112,2561509,2539361,2491374,2565399,2513656,2388631,2412835,2362599,2343672,2215612,2001166,1935215,1850520,1791352,1696791,1628284,1540013,1385375,1314484,1186063,1024350,865127,767969,674932,543544,443372,358846,294562,237046,182351,117624,80746,45431,31286,36282
2066,130680.047305467,89825.0332651136,22979.8977403422,21080.2178305726,-3205.10153056139,69723.7464685405,57304.1267373689,8808.00010993365,4223.72188067638,13313.4763137568,8722.88977810007,14053.9111348171,129474.993067716,1.98077099068464,2.2273774982507,2.54039572676852,2.29440231882785,2.54039572676852,2.29440231882785,2.29098236469591,4.04343657353881,4.071,60.7,183.652992874172,180.1874956724,4.409,3.097,3.262,3.791,,,,1584.75422394334,307.393604353372,225.729521296233,300.328414830716,656.19316005267,36451.1159188609,6845.1320756241,21165.4003588305,7666.28222665933,10869.2946696004,2629.82346257075,8440.58348440628,3938162,3944938,3958725,3972016,3982655,3991959,4002590,4013162,4025097,4039671,4057312,4077956,4101966,4129677,4161030,4196862,4225030,4253677,4305716,4308128,4286736,4259908,4176044,4049188,3931117,3697531,3571329,3304801,3080362,2925200,2763759,2574040,2466690,2356762,2280448,2272173,2206760,2179153,2058392,2054829,2060221,1916716,1944631,1890040,1910857,1870150,1898794,1902439,1942921,2028754,1951657,2018319,1985411,2006649,1982485,2045813,2057577,2178530,2139064,2105517,2033641,2005036,1980965,1934272,1929550,1979901,1944622,1994363,1898152,1901389,1786842,1794378,1892326,1867463,1891855,1867896,1788514,1812195,1694879,1660592,1599274,1530694,1458057,1458962,1390936,1354339,1230140,1113103,1074114,948393,855996,786990,700065,642934,567890,494774,360409,282933,211482,168339,420793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12472,29785,27958,76321,147118,223785,353165,521695,679421,950471,1110403,1406218,1655480,1831154,2010812,2215917,2334109,2448692,2523727,2525719,2580450,2593626,2697275,2681945,2652383,2771641,2718957,2743438,2697921,2783916,2759192,2791433,2802761,2797470,2900540,2838662,2813452,2800871,2809860,2817467,2863320,2881991,2929958,2888555,2841837,2805896,2776679,2751477,2729462,2719607,2645930,2539578,2521089,2467120,2528439,2474865,2348684,2370260,2302380,2279347,2156187,1948700,1878006,1773010,1724368,1602853,1525501,1430925,1298856,1202825,1059518,932939,784610,673980,574391,454804,347053,274370,224280,168952,135025,84697,60365,33316,41559
2067,135387.14260941,93060.530963323,23807.6336569493,21839.5272768298,-3320.54928769222,72235.1958163373,59368.221382449,9125.26427389346,4375.86034281834,13793.0277305783,9037.08826790723,14560.1330138933,134138.682318015,2.01167101813932,2.26985358714234,2.59747841874901,2.34027562432685,2.59747841874901,2.34027562432685,2.33703111022629,4.17955178085732,4.071,60.7,184.071721697925,180.598323162534,4.409,3.097,3.262,3.791,,,,1641.83707108978,318.465921982181,233.860298653324,311.146244332919,679.829237677767,37764.0851142583,7091.69373298808,21927.7780797556,7942.4217124636,11260.8066635994,2724.54970369255,8744.61330151459,3943562,3952040,3967350,3981884,3993404,4003144,4013678,4023556,4034221,4047095,4062632,4080747,4101849,4126476,4154780,4187718,4210584,4241085,4279239,4316550,4246787,4261831,4170256,4042401,3881586,3756436,3460167,3384825,3075574,2918767,2748177,2627754,2425404,2376532,2277956,2225117,2234529,2159482,2125746,2028967,2027436,2055208,1906532,1931201,1859084,1912429,1869709,1916056,1896093,1934754,2025300,1962139,2017978,1993185,2023580,1965242,2046753,2062675,2169491,2116516,2093673,2026648,1990767,1961456,1921656,1932418,1983785,1953372,1977853,1897931,1890496,1771773,1798883,1878039,1854661,1878641,1849231,1796141,1811077,1676126,1641571,1564948,1491608,1424364,1415238,1342079,1286964,1181739,1062247,1017399,876627,784953,703157,616696,553391,477523,407766,292651,221170,166841,416037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15293,28764,39400,52063,171043,206226,344035,514327,715770,879925,1212439,1320355,1657968,1838588,2029797,2166921,2382843,2440516,2541386,2591034,2573649,2636407,2654338,2732498,2714870,2662540,2785890,2735534,2776629,2697992,2784717,2740918,2795697,2807939,2797009,2884692,2832362,2797687,2774450,2815163,2801673,2840833,2870556,2929585,2875689,2822472,2791820,2765675,2731514,2693268,2681034,2600595,2517092,2480258,2434535,2497210,2420135,2307630,2321634,2247587,2222956,2069954,1867002,1809619,1693622,1647369,1525052,1434936,1340320,1201417,1108248,946291,822897,678524,577956,471912,371776,274890,213851,167244,116344,90680,57697,35550,44611
2068,140263.787486201,96412.5712886219,24665.1846212726,22626.1870493412,-3440.1554730349,74837.1075696418,61506.6647166448,9453.9562930391,4533.47883236666,14289.8525894337,9362.60418731725,15084.5890050537,138970.35765511,2.0430530860223,2.31313969504914,2.6558437588183,2.38706610121299,2.6558437588183,2.38706610121299,2.38400543554184,4.32024906812847,4.071,60.7,184.491405223396,181.010087339344,4.409,3.097,3.262,3.791,,,,1700.97604239043,329.937064491979,242.283946610816,322.35373205379,704.31668681892,39124.3474600738,7347.13654125031,22717.6166461884,8228.50774254654,11666.4209196223,2822.68798401955,9059.59427263514,3947244,3957504,3974502,3990556,4003313,4013933,4024906,4034685,4044656,4056263,4070102,4086116,4104690,4126412,4151636,4181530,4206338,4226780,4264865,4288305,4267142,4217279,4163612,4066710,3876041,3692034,3533141,3253703,3157501,2880551,2731681,2594863,2517199,2342616,2301771,2239804,2185494,2210723,2136320,2125774,2019917,2018174,2032437,1912989,1917474,1839795,1910156,1877600,1929527,1884678,1955397,2025907,1982370,2051806,2010374,2017536,1966564,2031397,2058227,2187013,2120135,2097613,2019113,1981230,1946421,1913001,1925377,1971403,1935269,1956158,1888668,1877323,1767036,1798826,1856600,1829883,1873035,1846861,1771942,1784406,1640130,1608245,1521554,1464220,1405822,1364233,1271275,1212534,1112164,1000011,931242,786010,693715,608238,533096,458671,391951,325702,226036,166560,410074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10464,31526,40255,65375,134959,234873,335170,475230,707291,931276,1127950,1442475,1570322,1874619,2047402,2203317,2295858,2481968,2529247,2591593,2641023,2606211,2666940,2660172,2747144,2729363,2689465,2782658,2751540,2797600,2700761,2775844,2725482,2804314,2783671,2791229,2857967,2790519,2771199,2768693,2799549,2800205,2825834,2830557,2901285,2845154,2801760,2771027,2748164,2707246,2666563,2656602,2579939,2497471,2446433,2401847,2452317,2365799,2269139,2279418,2179321,2145014,2009905,1804957,1746683,1616238,1571967,1427972,1321797,1242636,1112327,1014760,849671,721147,590247,492899,395011,307701,213286,166339,117582,80138,65001,41248,50138
2069,145316.089111454,99885.3521064381,25553.6245713309,23441.1823068585,-3564.0698731736,77532.7401843003,63722.1347797383,9794.48779871436,4696.77473990851,14804.5730797051,9699.84519014441,15627.9359010157,143976.069937847,2.07492471416424,2.35725126903373,2.71552056807895,2.43479208702144,2.71552056807895,2.43479208702144,2.43192394479623,4.46568268304511,4.071,60.7,184.912045627305,181.422790338478,4.409,3.097,3.262,3.791,,,,1762.24519943734,341.82139755498,251.011014367738,333.964913482368,729.686173878138,40533.6064555857,7611.78039946615,23535.9051977841,8524.89859143306,12086.6454011471,2924.36120520394,9385.92085833546,3949200,3961251,3980016,3997756,4012027,4023883,4035738,4045954,4055826,4066740,4079316,4093633,4110107,4129305,4151627,4178447,4194545,4222671,4255464,4270294,4224776,4243726,4136677,4019809,3903001,3671918,3469087,3337773,3044047,2983163,2717347,2609537,2476171,2423979,2295038,2261711,2207897,2153393,2164235,2104698,2102430,1984682,1986594,2010368,1892064,1914907,1839921,1905865,1881897,1931189,1886103,1948168,2041073,1996666,2063200,1996443,2011992,1962985,2033344,2058423,2185903,2130954,2094239,1998465,1983700,1935666,1905723,1912511,1964683,1922209,1946863,1891419,1862859,1755099,1793051,1851851,1824598,1859753,1837886,1755476,1749605,1590359,1587114,1480309,1405367,1371145,1330107,1231382,1151894,1047580,925503,849250,706814,625209,524154,440342,379345,316907,248417,174771,409006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16138,26641,38203,69969,162495,192816,346326,506751,665672,937494,1179082,1347017,1674892,1766402,2059660,2189854,2340486,2405506,2543602,2581443,2633947,2681950,2660138,2704487,2689180,2787679,2765179,2714845,2805940,2755840,2798011,2704210,2769618,2721155,2799480,2786043,2769781,2835816,2769802,2773540,2760097,2786903,2779411,2804250,2807465,2863902,2820026,2792179,2736195,2726039,2681189,2643607,2624327,2551937,2463404,2398237,2367141,2410495,2312654,2208484,2211899,2113544,2067896,1936109,1738877,1685010,1519199,1486681,1354872,1210500,1114041,986352,902648,744770,619598,489284,401759,303191,243239,168183,114962,77979,59974,42317,55191
