"year","gdp","gdp_c","gdp_i","gdp_g","gdp_nx","gdp_comp","gdp_wages","gdp_proprietors","gdp_rent","gdp_interest","gdp_div","gdp_corp","gdp_fy","rgdp","pce_deflator","cpiu","ccpiu","cpiu_irs","ccpiu_irs","gdp_deflator","awi","u3","lfpr","emp_hh","emp_est","tsy_10y","tsy_3m","ffr","avg_rate_debt","rev","rev_iit","rev_payroll","rev_corp","rev_excise","rev_estate","rev_customs","rev_misc","outlays","outlays_disc","outlays_mand","outlays_mand_oasdi","outlays_mand_health","outlays_mand_other","outlays_ni","unmarried_0","unmarried_1","unmarried_2","unmarried_3","unmarried_4","unmarried_5","unmarried_6","unmarried_7","unmarried_8","unmarried_9","unmarried_10","unmarried_11","unmarried_12","unmarried_13","unmarried_14","unmarried_15","unmarried_16","unmarried_17","unmarried_18","unmarried_19","unmarried_20","unmarried_21","unmarried_22","unmarried_23","unmarried_24","unmarried_25","unmarried_26","unmarried_27","unmarried_28","unmarried_29","unmarried_30","unmarried_31","unmarried_32","unmarried_33","unmarried_34","unmarried_35","unmarried_36","unmarried_37","unmarried_38","unmarried_39","unmarried_40","unmarried_41","unmarried_42","unmarried_43","unmarried_44","unmarried_45","unmarried_46","unmarried_47","unmarried_48","unmarried_49","unmarried_50","unmarried_51","unmarried_52","unmarried_53","unmarried_54","unmarried_55","unmarried_56","unmarried_57","unmarried_58","unmarried_59","unmarried_60","unmarried_61","unmarried_62","unmarried_63","unmarried_64","unmarried_65","unmarried_66","unmarried_67","unmarried_68","unmarried_69","unmarried_70","unmarried_71","unmarried_72","unmarried_73","unmarried_74","unmarried_75","unmarried_76","unmarried_77","unmarried_78","unmarried_79","unmarried_80","unmarried_81","unmarried_82","unmarried_83","unmarried_84","unmarried_85","unmarried_86","unmarried_87","unmarried_88","unmarried_89","unmarried_90","unmarried_91","unmarried_92","unmarried_93","unmarried_94","unmarried_95","unmarried_96","unmarried_97","unmarried_98","unmarried_99","unmarried_100","married_0","married_1","married_2","married_3","married_4","married_5","married_6","married_7","married_8","married_9","married_10","married_11","married_12","married_13","married_14","married_15","married_16","married_17","married_18","married_19","married_20","married_21","married_22","married_23","married_24","married_25","married_26","married_27","married_28","married_29","married_30","married_31","married_32","married_33","married_34","married_35","married_36","married_37","married_38","married_39","married_40","married_41","married_42","married_43","married_44","married_45","married_46","married_47","married_48","married_49","married_50","married_51","married_52","married_53","married_54","married_55","married_56","married_57","married_58","married_59","married_60","married_61","married_62","married_63","married_64","married_65","married_66","married_67","married_68","married_69","married_70","married_71","married_72","married_73","married_74","married_75","married_76","married_77","married_78","married_79","married_80","married_81","married_82","married_83","married_84","married_85","married_86","married_87","married_88","married_89","married_90","married_91","married_92","married_93","married_94","married_95","married_96","married_97","married_98","married_99","married_100"
2034,41783.2,28832,7278.3,6691.7,-1018.8,22297.1,18305.9,2818.5,1343.8,3963.3,2789,4481.9,41397.9,1.19742034970335,1.21612939767615,1.24786599328313,1.21796993596841,1.24786599328313,1.21796993596841,1.21192332838986,1.39492756818434,4.43,61.116,170.06,166.851,4.105,2.793,2.958,3.371,,,,506.704,98.285,72.174,96.026,209.809,10305.186,2259.016,6335.988,2478.1,2821.225,1036.663,1710.182,4045234,4047494,4055590,4061454,4063056,4061761,4060355,4058074,4052106,4047785,4044374,4035207,4031640,4100406,4125683,4188221,4259626,4354316,4414467,4427642,4314177,4300066,4184692,4139750,4029700,3993141,3709918,3522114,3216633,3064785,2852967,2613069,2465574,2468407,2327848,2284860,2166264,2115531,2076752,2074495,2104428,2088925,2147186,2074632,2067571,2008048,1901815,1920247,1833254,1768415,1647241,1748216,1663086,1663684,1522969,1428465,1416319,1339758,1360543,1383442,1320239,1403593,1464643,1468634,1417130,1354038,1383704,1401380,1453195,1485071,1490175,1501435,1449806,1501777,1501033,1445935,1435043,1463438,1391273,1345203,1270351,1223740,1114657,991403,955284,937011,899242,783193,581573,536548,496664,440981,337524,289471,224120,175013,137903,98152,71147,50406,104659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12442,36197,41289,71275,161325,224579,362791,525382,740988,973010,1314109,1471554,1699974,1834292,2042422,2257192,2431445,2528246,2600202,2635591,2681728,2740889,2783701,2800143,2810304,2902568,2874216,2981035,2833633,2767391,2748108,2673321,2759042,2721311,2807527,2769758,2757521,2796058,2750330,2690457,2656968,2566071,2491554,2433157,2405508,2442050,2520392,2648509,2484705,2401752,2291510,2276462,2299584,2394028,2346096,2300271,2284502,2205147,2059672,1962439,1916375,1707789,1599621,1504491,1349549,1248095,1143448,1064353,940016,795098,746670,554022,413546,357211,297454,216339,151897,94349,70060,54478,28674,20648,15676,8833,7835
2035,43363.858456,29806.8458699657,7625.47193311174,6995.09681144992,-1063.55615852734,23136.5899785478,19015.3592076332,2922.77878622727,1401.56727494158,4118.24166535688,2894.53643049757,4663.54141867469,42963.982557,1.21860271568961,1.23966150152118,1.27601785009159,1.24243086138078,1.27601785009159,1.24243086138078,1.23589517182542,1.44449667230103,4.425,61.4,170.5888866,167.36990661,4.11,2.798,2.963,3.401,,,,525.87261232,102.00312155,74.90434242,99.65866358,217.74607447,10756.8993212621,2314.3997874901,6624.22772632941,2575.28364160456,2988.96079698094,1059.98328774391,1818.27180744257,4049305,4055749,4067425,4076368,4080657,4081451,4081280,4079179,4076967,4071808,4068307,4065265,4056479,4053459,4122747,4149530,4202786,4269843,4370145,4418521,4371406,4269162,4204195,4052992,3960723,3837753,3720583,3516911,3316731,3020730,2892193,2714821,2486499,2350768,2397262,2280942,2229211,2145932,2091866,2066651,2044266,2093584,2063869,2137458,2051175,2034771,2000206,1886286,1902629,1858216,1762242,1669507,1758078,1674429,1669950,1520535,1432029,1415940,1335569,1338594,1397130,1321920,1403000,1467272,1467394,1405298,1354331,1384912,1391984,1451948,1472346,1492037,1505236,1459303,1500331,1495727,1434850,1420700,1446267,1359209,1299759,1253371,1186291,1074540,957138,929069,896669,845743,732287,541170,484927,436547,386025,285187,244196,178119,141464,105546,74977,52709,102270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11401,31107,51630,68089,156901,236628,347585,518966,727650,955284,1266569,1526872,1695764,1913770,2024723,2196957,2398604,2559205,2610159,2656199,2698668,2708083,2768861,2796546,2832555,2822640,2927756,2883159,3002715,2864448,2772449,2759461,2685404,2727228,2719767,2775983,2748764,2733719,2775310,2736347,2668391,2636535,2548008,2489202,2393084,2375676,2410844,2481760,2609292,2456940,2361853,2248362,2240480,2250671,2350870,2284417,2231452,2204219,2128585,1981937,1885626,1835388,1625225,1527511,1437903,1250313,1163408,1059058,972174,834170,698907,655494,474018,345582,298592,246951,169870,120789,67583,54781,35318,19870,12520,9915,13438
2036,44989.5695095154,30924.3045216307,7911.3508758841,7257.34299091118,-1103.42887891053,24003.9807368436,19728.2450243273,3032.35376292293,1454.11203207914,4279.91153853411,3003.05260127693,4838.3775864608,44574.7022630619,1.23959924048094,1.26352498542547,1.30476653225416,1.26734586164752,1.30476653225416,1.26734586164752,1.26050184469646,1.49422793784956,4.396,61.3,171.093829704336,167.865321533566,4.117,2.805,2.97,3.419,,,,545.587576555877,105.82721857691,77.7125062173258,103.394866877614,225.90937480188,11220.3513248713,2378.43353736894,6914.91599093941,2668.26504914727,3158.96405020174,1087.6868915904,1927.00179656298,4050808,4059987,4075821,4088341,4095699,4099173,4101099,4100231,4098202,4096835,4092510,4089366,4086668,4078402,4075885,4146638,4166298,4214167,4285780,4358873,4363551,4339958,4180456,4070171,3894617,3746333,3594435,3484420,3317165,3126625,2822883,2727061,2558952,2401193,2281965,2353541,2248385,2199963,2094756,2052133,2052111,2017069,2087815,2058901,2123575,2030582,2016092,1997454,1904914,1910152,1857478,1765736,1694838,1785281,1686691,1675180,1507053,1433976,1438020,1331840,1345571,1389394,1320632,1393743,1453056,1453920,1388889,1357687,1384354,1389821,1465510,1460859,1500225,1493141,1455410,1483013,1500528,1426097,1395021,1417418,1327248,1265495,1205717,1141934,1023016,928858,880701,824476,795956,685555,505465,431881,377549,330092,239931,200401,139630,112515,75633,55487,106747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9293,29065,46651,93953,152584,218669,352464,506034,700890,964669,1219969,1522735,1745592,1903838,2129614,2206382,2367669,2496994,2638913,2662828,2696220,2733877,2764008,2811541,2813470,2861491,2828837,2931911,2895242,3020919,2880145,2770990,2735486,2671346,2720137,2707132,2739991,2708834,2707377,2752960,2730757,2645768,2591434,2527458,2455982,2372284,2346748,2386092,2457672,2581672,2433037,2316571,2204604,2194695,2184433,2303436,2212393,2173527,2131923,2062209,1888373,1801015,1759761,1548259,1447097,1351740,1175332,1079331,980495,867117,744531,631882,559302,390118,272548,242983,200957,131391,90155,46670,39929,20706,16810,7680,13625
2037,46667.2305565253,32077.4718372423,8206.36515004582,7527.96931104226,-1144.5757418051,24899.0891785204,20463.9112812845,3145.43023474233,1508.33586975537,4447.05779202336,3115.03643277854,5018.80068665992,46236.8929104515,1.26056086363747,1.28775939464593,1.33412377922988,1.29272256483682,1.33412377922988,1.29272256483682,1.28576230166418,1.54543502737204,4.366,61.2,171.593423687073,168.355488272444,4.124,2.812,2.977,3.442,,,,565.932537285645,109.773515557642,80.6104055741699,107.25046146348,234.333535388242,11714.1243612198,2451.86714931698,7217.16062543557,2761.75385675161,3338.71925613376,1116.6875125502,2045.09658646726,4051176,4061656,4080199,4096875,4107798,4114336,4118948,4120173,4119378,4118202,4117704,4113752,4110941,4108728,4100941,4099881,4158357,4181013,4235519,4291163,4294594,4313519,4263740,4059195,3908601,3697518,3548241,3394301,3264212,3142263,2941711,2665319,2575784,2466106,2328825,2240940,2290565,2196448,2151027,2071761,2025903,2008820,1977266,2064807,2061938,2111100,2014830,2005622,2013705,1893902,1898309,1866214,1755382,1701614,1780813,1680789,1676235,1500314,1439884,1441898,1331299,1332329,1402543,1312136,1387171,1455215,1452045,1384161,1344296,1378259,1394177,1476508,1453520,1487830,1500194,1427837,1489951,1486717,1411881,1382041,1377248,1310812,1226046,1165404,1109071,982330,901050,824831,782420,736130,627602,455231,382280,320457,279958,202403,158888,108371,83530,55075,109632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,23743,39386,72535,187945,233033,321964,498119,691121,920933,1184417,1440485,1762169,1938605,2106821,2303861,2372639,2473598,2580386,2689021,2733126,2754156,2787492,2790366,2840370,2858717,2901978,2851334,2927059,2905308,3033274,2886189,2749337,2740142,2675680,2702131,2706970,2720995,2698949,2696608,2732060,2716209,2616979,2562468,2501790,2440852,2328527,2322915,2356457,2416601,2541742,2395096,2285654,2163868,2139974,2117886,2247888,2156024,2091096,2077698,1965761,1807880,1715980,1665220,1474099,1342553,1264061,1086629,977941,883790,755374,659598,533355,473356,316746,215389,189385,160237,95591,59398,31759,27064,14758,11718,14378
2038,48398.5848101724,33267.546042404,8510.82129711252,7807.25697248193,-1187.03950182607,25822.8453870436,21223.1223898202,3262.12569645127,1564.2951305233,4623.22705908538,3230.60428443463,5204.99819213501,47952.2816374293,1.28154920201703,1.31240710945945,1.36411488178696,1.31858160667732,1.36411488178696,1.31858160667732,1.31161898155064,1.59855049358448,4.335,61.2,172.046430325607,168.799946761483,4.134,2.822,2.987,3.462,,,,586.928634418943,113.846112984831,83.6010516209716,111.229453583776,243.027309551146,12231.1962994374,2535.15905549465,7527.11529248017,2858.94017385698,3521.56704695036,1146.60807167283,2168.92195146263,4049319,4062190,4082007,4101388,4116456,4126556,4134238,4138146,4139446,4139507,4139205,4139113,4135510,4133175,4131407,4125055,4117565,4169114,4199401,4236936,4221602,4267571,4225316,4138474,3915995,3704916,3482369,3344184,3193874,3097382,2952280,2765525,2531377,2510712,2394782,2276377,2218247,2264295,2175372,2142060,2046376,1999032,1989211,1987512,2071111,2059373,2122036,2010809,2019440,2003982,1900872,1899467,1881059,1770483,1707394,1774427,1686791,1682268,1504625,1423594,1439561,1336577,1326260,1398304,1310519,1391310,1463418,1456544,1366949,1345646,1378660,1393918,1472479,1440105,1484208,1488843,1425504,1492055,1473900,1387747,1355260,1329207,1284085,1170668,1122588,1077121,945037,852140,767152,727231,669275,562628,403952,327002,268422,229700,157817,120058,82957,61218,117443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8556,32888,37172,69413,172015,245553,348346,471543,664822,917750,1158057,1409143,1660523,1947356,2146801,2299742,2452921,2450915,2555927,2642033,2719174,2765248,2779945,2799747,2818756,2869424,2879235,2891485,2843528,2927208,2890934,3032426,2866740,2752631,2725820,2665577,2676628,2679800,2701410,2688368,2671262,2703917,2688369,2608326,2537741,2468189,2416507,2300054,2290104,2315535,2368800,2493016,2367221,2237474,2114275,2087111,2062599,2193546,2085598,2021481,1992501,1868540,1720417,1634730,1575639,1398869,1241519,1185648,994517,867880,777077,661815,575000,448054,393354,251789,164591,148442,123161,68408,44346,23876,17066,9875,11669
2039,50181.104688731,34492.7897631457,8824.27484548517,8094.79824677843,-1230.75816667833,26773.9007826484,22004.7699874372,3382.26978585157,1621.90812018047,4806.25535096234,3349.58744023035,5396.69827555134,49718.3641701358,1.30252816245405,1.33748720932122,1.39476654318072,1.34494476730181,1.39476654318072,1.34494476730181,1.33802187164926,1.6532424049786,4.305,61.2,172.48170779433,169.227010626789,4.145,2.833,2.998,3.477,,,,608.545216024592,118.039065326062,86.6800783521719,115.326034359266,251.978005361915,12761.2206418179,2628.52896350852,7835.6615181294,2952.3025330593,3707.4481128018,1175.9108722683,2297.03016018003,4044332,4060494,4082675,4103327,4121092,4135332,4146581,4153555,4157540,4159702,4160646,4160749,4161041,4157930,4156030,4155665,4137684,4133126,4181541,4198959,4174743,4193412,4198645,4104077,3951674,3735072,3478757,3248358,3139188,2980313,2924083,2775455,2619435,2446727,2418743,2342078,2223170,2177766,2220600,2126418,2113900,2015995,1992949,1947943,1957390,2035588,2049513,2115458,1989897,1989810,1980915,1903402,1898274,1886062,1782707,1705075,1747764,1688365,1681191,1515622,1417727,1432856,1330320,1332176,1388092,1306132,1389749,1446666,1450046,1376900,1340027,1365180,1399138,1459942,1437043,1471879,1475389,1422144,1488152,1446037,1359063,1317428,1286983,1241786,1149840,1068076,1025476,899777,792063,720240,652127,607765,487748,351551,278717,218264,179249,124816,89421,60314,124010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13737,22382,52373,69179,161691,230982,341703,493894,681769,868701,1165877,1413052,1634039,1892832,2139117,2340488,2460988,2550904,2553998,2617814,2702813,2765654,2813506,2832213,2830850,2851735,2876657,2920501,2920376,2876949,2933609,2892609,3047252,2889702,2768250,2714493,2656444,2659402,2653928,2687367,2695371,2648124,2680594,2651746,2587281,2515230,2444097,2378092,2275456,2259512,2279661,2343647,2452802,2309613,2193906,2075872,2025156,2011205,2123627,2018345,1948243,1902818,1771267,1641773,1549172,1487828,1310862,1149298,1066488,906079,770453,675232,577830,479611,381312,309285,203110,121731,108980,92868,51109,27939,16982,12110,11682
2040,52016.2276871979,35754.191084784,9146.97857658456,8390.82501866312,-1275.76699283375,27753.0223342698,22809.4844258778,3505.95939192016,1681.22130013547,4996.44332779837,3472.08185291958,5594.05553148825,51536.5647478376,1.32348584058794,1.36301984014716,1.42607905207512,1.37180818801689,1.42607905207512,1.37180818801688,1.36496963214427,1.70958138858219,4.278,61.1,172.897388710115,169.6348477224,4.157,2.845,3.01,3.496,,,,630.799714574612,122.355753945036,89.8499688175109,119.543507435784,261.192841018,13306.7494247534,2724.65426770403,8147.46457657383,3042.23043903154,3898.68898021463,1206.54515732767,2434.63058047556,4035986,4055668,4081111,4104125,4123152,4140084,4155479,4166017,4173070,4177921,4180969,4182324,4182817,4183633,4180975,4180473,4165510,4140845,4152444,4177249,4130025,4132173,4102814,4079679,3941660,3739479,3507050,3303131,3047656,2981902,2812681,2774906,2648179,2526029,2369703,2381758,2305572,2168446,2092332,2192865,2067748,2084800,2005187,2003989,1940416,1957317,2038995,2043512,2100479,1982612,1984397,1987393,1914728,1917537,1870482,1779227,1707947,1730169,1696715,1691964,1525380,1422030,1421357,1321551,1330536,1366210,1299418,1386852,1440349,1449412,1385077,1347526,1363430,1393200,1452517,1434548,1463919,1467952,1412332,1466049,1415005,1321776,1287943,1259422,1193394,1110710,1019950,967745,856668,744858,657812,592661,529339,416254,287658,220257,178183,141240,96947,65321,126331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16677,40110,35144,88299,168304,235180,348946,485068,679749,916871,1118707,1362493,1633972,1810364,2079342,2305406,2483039,2567751,2639156,2600269,2661876,2763649,2855811,2844401,2893869,2862497,2864103,2865861,2927045,2918623,2870407,2934688,2901494,3047414,2887415,2752852,2692983,2625301,2661160,2641211,2665501,2691074,2615959,2643270,2614350,2553910,2495427,2420429,2345146,2261986,2230621,2242916,2305682,2404071,2251382,2134522,2022195,1969916,1949735,2047639,1941044,1863504,1813628,1685875,1557166,1462916,1384528,1201245,1056868,957075,803926,675819,569493,480839,398061,299870,249171,159232,98677,88083,62445,32951,16078,11805,14859
2041,53905.9772390738,37053.1408468942,9479.28830827188,8695.66369159115,-1322.1156076834,28761.2896356738,23638.15299507,3633.33089662862,1742.30006996939,5194.15692926429,3598.22258663615,5797.28756894722,53408.8881451266,1.34446309116126,1.38902625869717,1.45808026600369,1.39919448373267,1.45808026600369,1.39919448373267,1.3924874199283,1.767677851706,4.255,61,173.289865782487,170.01991882673,4.17,2.858,3.023,3.518,,,,653.716668205107,126.80093848586,93.114218184651,123.886523060926,270.681976932184,13884.7173633716,2823.64095724971,8477.64365305364,3146.87969318559,4093.2031501295,1237.56080973855,2583.43275306823,4024543,4047482,4076418,4102691,4124070,4142260,4160352,4175032,4185650,4193573,4199317,4202781,4204527,4205549,4206854,4205608,4196954,4176467,4161515,4144879,4120233,4126050,4054162,3983397,3890344,3750830,3506200,3293794,3107979,2865121,2836356,2669589,2624567,2565860,2437522,2306579,2322386,2250618,2128814,2065965,2155074,2044456,2040220,1971156,1985643,1925152,1924813,2030800,2036004,2070955,1985814,1956827,1991105,1922569,1920620,1868369,1792797,1703753,1737407,1689721,1692256,1518513,1418068,1409817,1306311,1325984,1363322,1304034,1390239,1440610,1456529,1390621,1350641,1367161,1381345,1463169,1447547,1465218,1432222,1419765,1441878,1396124,1313149,1270906,1221641,1150682,1072278,965987,908720,790399,692158,587020,513032,460477,346573,237862,179901,137822,107846,71980,131355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10232,35424,51680,74503,175545,203262,340638,492886,697941,893520,1172079,1352979,1577879,1835865,1975088,2239973,2471259,2578818,2667496,2711677,2667298,2722920,2808119,2885506,2885046,2919763,2908589,2898790,2883484,2940742,2948266,2874018,2936099,2923916,3036054,2905804,2738813,2673401,2608753,2646874,2608817,2648513,2659678,2597029,2614372,2591380,2526718,2473530,2401141,2314578,2228907,2188290,2197622,2258614,2345123,2193040,2075963,1958680,1915820,1864943,1950513,1849068,1801126,1700970,1593146,1450810,1340918,1261639,1095354,949924,839130,704204,580579,486668,387324,325539,245304,188580,123546,69694,58769,44302,21147,10022,16970
2042,55854.6783162663,38392.6118885094,9821.96458061591,9010.01193404217,-1369.91008690115,29801.0102560034,24492.6722258417,3764.67580854174,1805.28421749879,5401.28514722935,3728.29833314304,6006.85951456466,55339.6194515729,1.36553082779975,1.41551498945052,1.49079958717281,1.4271275098147,1.49079958717281,1.42712750981469,1.42055996631406,1.82757701238805,4.236,61,173.66937058855,170.39226244896,4.185,2.873,3.038,3.543,,,,677.348525760722,131.384792412123,96.4802971720262,128.365020869579,280.467130398282,14474.086494791,2925.71557785429,8805.69292269764,3243.48411206426,4293.19168629116,1269.01712434223,2742.67799423902,4010786,4036198,4068360,4098123,4122752,4143291,4162646,4180021,4194781,4206275,4215094,4221256,4225115,4227398,4228910,4231668,4220460,4209477,4197489,4162919,4088021,4092728,4051279,3936719,3801827,3707644,3540104,3303613,3081328,2936466,2662084,2697183,2518333,2544569,2495789,2371970,2259962,2285065,2205008,2090133,2040524,2136060,2053397,2027937,1952670,1973843,1903037,1902786,2042061,2026761,2055401,2001949,1959885,2015440,1920294,1917836,1853379,1777401,1685145,1719559,1674458,1680985,1522048,1406389,1413752,1302388,1322205,1364468,1307544,1377104,1454880,1458102,1379822,1338579,1348164,1367205,1439430,1430629,1434522,1422948,1381396,1411391,1362925,1258237,1227994,1152586,1091771,1012273,920071,842069,734840,631004,515865,435113,395790,294144,187692,146170,103883,82441,142910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12064,27623,46831,82227,161739,234016,305458,482655,698117,903695,1126214,1395632,1585716,1768781,2058405,2132103,2407171,2564952,2660216,2742451,2766059,2710804,2773343,2850238,2913985,2906545,2912391,2921479,2916971,2893973,2960240,2965995,2857018,2938273,2931383,3010257,2892135,2702564,2662340,2595508,2642807,2603208,2643717,2651249,2584357,2594780,2555885,2505113,2434028,2370017,2282637,2189681,2144905,2166457,2195188,2288891,2147422,2028213,1913214,1858941,1809160,1877934,1783224,1706094,1624721,1496849,1351554,1258118,1157933,1011486,851051,739123,594417,492597,390733,302642,260108,197718,134933,80366,50583,34643,31123,11228,13789
2043,57869.9151099172,39777.8173254468,10176.3410626845,9335.09316462241,-1419.33644283655,30876.23070604,25376.3678397501,3900.50531171393,1870.41887206614,5616.22144908812,3862.81533700284,6223.58700585015,57336.2729213857,1.38683310871343,1.44250886029935,1.5242382219131,1.45560394428546,1.5242382219131,1.45560394428546,1.44919845523495,1.88937825262176,4.219,60.9,174.049706510139,170.765421503724,4.2,2.888,3.053,3.564,,,,701.787260570169,136.125155722353,99.9613062939929,132.996430822553,290.586384463053,15099.5168267815,3031.27539590327,9158.95081255983,3361.65574428597,4495.67914885729,1301.61591941658,2909.2906183184,3995687,4022595,4057200,4090186,4118297,4142083,4163791,4182427,4199882,4215523,4227916,4237158,4243718,4248118,4250899,4253870,4243944,4226498,4228828,4209885,4107099,4062873,4015664,3947927,3768664,3571867,3478196,3347503,3112568,2906594,2782640,2549878,2582205,2416618,2486289,2466512,2296455,2203687,2245335,2167628,2077831,2000422,2115685,2051268,2020524,1967886,1964611,1908149,1914306,2052204,2009677,2057757,2009606,1953458,2021489,1910339,1904800,1852649,1771147,1666487,1733408,1680454,1674903,1512789,1409937,1417404,1296487,1323332,1357169,1312652,1379543,1461071,1468066,1371036,1339360,1345449,1367881,1432836,1432504,1426348,1398114,1379689,1378554,1326826,1235333,1195995,1094904,1054133,961748,861054,768716,674451,556366,455365,371531,323650,242738,149105,114731,82111,154516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14825,36153,40918,66570,168563,217971,338386,433324,674426,951277,1155226,1339818,1606902,1779886,1942174,2188773,2263317,2523006,2634782,2698979,2825728,2828616,2755435,2814128,2865690,2956754,2928380,2915189,2928534,2900863,2900840,2951075,2949032,2840180,2947335,2919462,2991497,2886346,2682985,2656389,2589876,2622277,2586245,2636895,2609106,2548246,2567833,2531020,2466159,2394299,2340283,2243694,2156736,2097644,2117495,2137159,2220530,2095339,1962927,1846476,1782045,1731130,1780748,1688721,1617129,1501937,1395542,1247958,1136646,1033635,907707,727151,627445,497252,408502,299723,238187,192766,146467,99519,47564,31580,19438,16032,16259
2044,59956.1255496297,41211.8076400292,10543.1981579943,9671.62327320705,-1470.50352160081,31989.3188229928,26291.1859003731,4041.11852820121,1937.84747240413,5842.23805755384,4002.0698299018,6447.94731741105,59403.2455602016,1.40843996854719,1.47000307917665,1.55842688523061,1.48464858819413,1.55842688523061,1.48464858819413,1.47839980410793,1.95313484791792,4.204,60.9,174.437837355657,171.146228393677,4.217,2.905,3.07,3.579,,,,727.086691313724,141.032467586144,103.564911385891,137.790952153706,301.062023622946,15747.2160556617,3140.55287392559,9525.96100159994,3487.00166105669,4704.67694616616,1334.28239437709,3080.7021801362,3979806,4007646,4043714,4079140,4110467,4137730,4162691,4183677,4202394,4220734,4237279,4250096,4259739,4266843,4271746,4275995,4271359,4260447,4247314,4229488,4149055,4077482,3976587,3910487,3773258,3573275,3356137,3252619,3139229,2898941,2735998,2634413,2399182,2479812,2367764,2438225,2387111,2232207,2180993,2212016,2134764,2047510,1985888,2091259,2027412,2000618,1951070,1964404,1920259,1906120,2059910,2005200,2069747,2019532,1962730,2040536,1916137,1907613,1840866,1770163,1670959,1721818,1676089,1667291,1501923,1422488,1415245,1290044,1307609,1347271,1302808,1367388,1468031,1478748,1375355,1336644,1330023,1371025,1413069,1420732,1383592,1367677,1341052,1348728,1297295,1188646,1141390,1036179,975628,885269,792904,680142,584373,485068,388121,296353,251997,190752,112139,82214,158529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9759,28641,48202,72616,158083,229380,331618,467914,631659,893084,1189231,1401908,1568361,1839928,1970134,2108632,2356018,2380115,2583828,2692548,2786218,2896241,2856297,2792240,2850121,2898799,2972942,2953366,2938754,2947496,2915727,2897248,2933778,2950831,2824853,2942340,2896498,2968839,2863222,2647791,2632024,2566207,2610565,2561937,2604977,2590228,2520389,2540216,2505614,2417710,2359810,2309005,2219463,2124110,2063227,2080585,2074807,2146855,2025368,1896109,1787328,1697771,1660746,1691121,1619281,1523783,1408806,1283836,1130976,1029188,922982,801043,641802,541114,406043,339414,245304,179189,142930,117081,76283,29521,22075,15428,25143
2045,62116.9443144384,42697.0811873758,10923.1750196084,10020.1885759734,-1523.5004685193,33142.2138733735,27238.7202402225,4186.76043995759,2007.68749530957,6077.19295015532,4146.30442657146,6680.33133873055,61544.1385301913,1.43036937885747,1.49802133786576,1.59338240026633,1.51427277940555,1.59338240026633,1.51427277940555,1.50818956016071,2.01888239832075,4.19,60.9,174.839044381575,171.539864718982,4.234,2.922,3.087,3.595,,,,753.29089566867,146.115277717948,107.297390792239,142.756938069326,311.912298954317,16399.0611920941,3253.73839950187,9882.20090518894,3598.51804905923,4915.46807612121,1368.2147800085,3263.12188740334,3963341,3991906,4028873,4065761,4099521,4129998,4158441,4182676,4203744,4223349,4242596,4259567,4272791,4282981,4290594,4296970,4292741,4283313,4285573,4251741,4156194,4098549,3994372,3867013,3752372,3549890,3352439,3144628,3055737,3001191,2715863,2577751,2466260,2325242,2396607,2297811,2370127,2342905,2200273,2142420,2176470,2095467,2039159,1967794,2069570,2014212,1989154,1944592,1965008,1915520,1911665,2054392,2009148,2090994,2019694,1949581,2045584,1932801,1902377,1842232,1774721,1663122,1704064,1671952,1655274,1501915,1410535,1416938,1289715,1302913,1349735,1316428,1375882,1469208,1484326,1366639,1334891,1319498,1362933,1398763,1404545,1333413,1336962,1286527,1290692,1242813,1134393,1079710,994255,906338,806119,704257,602518,505288,406728,324004,239321,203367,141496,86772,166417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10642,28279,36577,76355,176805,239945,339923,465565,649533,878263,1136207,1421986,1619162,1725842,2042640,2146693,2293391,2444663,2475561,2663898,2768695,2836752,2933129,2898430,2830999,2892193,2908925,2991803,2974656,2951081,2956948,2918819,2891711,2932396,2937993,2821325,2927538,2862675,2954283,2859860,2623893,2594597,2548360,2583609,2530132,2583275,2575414,2490162,2514814,2468872,2393206,2319342,2269484,2181947,2077017,2002933,2019657,2013860,2073342,1963283,1823159,1718451,1619410,1579114,1596329,1547241,1423433,1324250,1193366,1028796,920212,815292,675100,546508,453804,334811,266466,188926,138092,100250,81696,45937,22233,11012,25757
